Código,Entidade,Região,Cidade,Qualidade do Ar,Poluição da Água,Ano,Produção Anual de Plástico,Participação na emissão global de plásticos para o oceano
ESP,Spain,Asturias,Oviedo,67.85714286,25.0,,,
ESP,Spain,Castile-La Mancha,Talavera de la Reina,91.66666667,50.0,,,
ESP,Spain,Canary Islands,Las Palmas de Gran Canaria,70.45454545,48.61111111,,,
ESP,Spain,Cantabria,Santander,83.33333333,10.71428571,,,
ESP,Spain,Galicia,Santiago de Compostela,95.83333333,37.5,,,
ESP,Spain,Castile and Leon,Leon,83.33333333,31.25,,,
ESP,Spain,Community of Madrid,Getafe,45.83333333,0.0,,,
ESP,Spain,Castile and Leon,Ponferrada,100.0,50.0,,,
ESP,Spain,Canary Islands,Santa Cruz de Tenerife,80.0,46.42857143,,,
ESP,Spain,Community of Madrid,Aranjuez,100.0,0.0,,,
ESP,Spain,Aragon,Huesca,100.0,50.0,,,
ESP,Spain,Community of Valencia,Sagunto,100.0,50.0,,,
ESP,Spain,Aragon,Zaragoza,80.55555556,32.14285714,,,
ESP,Spain,Castile and Leon,Avila,87.5,50.0,,,
ESP,Spain,Aragon,Teruel,100.0,50.0,,,
ESP,Spain,Castile-La Mancha,Ciudad Real,82.14285714,0.0,,,
ESP,Spain,Castile and Leon,Palencia,79.16666667,37.5,,,
ESP,Spain,Andalusia,Cordoba,85.71428571,8.333333333,,,
ESP,Spain,Catalonia,Vic,100.0,0.0,,,
ESP,Spain,Castile and Leon,Segovia,100.0,0.0,,,
ESP,Spain,Castile and Leon,Zamora city,100.0,50.0,,,
EST,Estonia,,,,,2019.0,,0.001225167
EST,Estonia,Harju County,Tallinn,81.8877551,18.61702128,,,
EST,Estonia,Tartu County,Tartu,92.59259259,11.95652174,,,
EST,Estonia,Viljandi County,Viljandi,100.0,37.5,,,
EST,Estonia,Jarva County,Paide,100.0,0.0,,,
EST,Estonia,Harju County,Saue,100.0,0.0,,,
EST,Estonia,Ida-Viru County,Narva,75.0,66.66666667,,,
EST,Estonia,Parnu County,Parnu,75.0,25.0,,,
EST,Estonia,Ida-Viru County,Johvi,100.0,50.0,,,
EST,Estonia,Tartu County,Elva,100.0,8.333333333,,,
EST,Estonia,Rapla County,Rapla,100.0,50.0,,,
EST,Estonia,Jogeva County,Poltsamaa,100.0,0.0,,,
EST,Estonia,Laane-Viru County,Tapa,100.0,50.0,,,
EST,Estonia,Jogeva County,Mustvee,100.0,50.0,,,
ESW,Eswatini,Hhohho District,Mbabane,93.75,31.25,,,
ESW,Eswatini,Manzini Region,Manzini,100.0,62.5,,,
ESW,Eswatini,Shiselweni District,Hlatikulu,87.5,62.5,,,
ETH,Ethiopia,,Addis Ababa,32.27272727,69.54545455,,,
ETH,Ethiopia,Amhara Region,Bahir Dar,50.0,50.0,,,
ETH,Ethiopia,,Robe,75.0,75.0,,,
EU-,EU-27,,,,,2019.0,,0.220223838
EUR,Europe,,,,,2019.0,,0.595431351
FED,Federated States of Micronesia,Pohnpei State,Palikir,100.0,100.0,,,
FIN,Finland,,,,,2019.0,,0.0
FIN,Finland,Uusimaa,Helsinki,89.88095238,15.49586777,,,
FIN,Finland,,Lahti,90.90909091,14.28571429,,,
FIN,Finland,,Rauma,100.0,0.0,,,
FIN,Finland,,Turku,90.0,11.66666667,,,
FIN,Finland,,Tampere,86.60714286,13.54166667,,,
FIN,Finland,Uusimaa,Espoo,95.45454545,19.44444444,,,
FIN,Finland,,Oulu,86.95652174,12.5,,,
FIN,Finland,,Rovaniemi,100.0,15.0,,,
FIN,Finland,,Vaasa,92.5,8.333333333,,,
FIN,Finland,Uusimaa,Vantaa,87.5,12.5,,,
FIN,Finland,,Jyvaskyla,95.83333333,0.0,,,
FIN,Finland,,Kuopio,95.83333333,37.5,,,
FIN,Finland,,Pori,100.0,0.0,,,
FIN,Finland,,Lappeenranta,100.0,0.0,,,
FIN,Finland,,Joensuu,100.0,0.0,,,
FIN,Finland,,Mikkeli,100.0,16.66666667,,,
FIN,Finland,,Kotka,100.0,0.0,,,
FIN,Finland,,Kajaani,100.0,50.0,,,
FIN,Finland,Uusimaa,Porvoo,100.0,0.0,,,
FIN,Finland,Tavastia Proper,Hameenlinna,75.0,25.0,,,
FIN,Finland,,Kouvola,100.0,0.0,,,
FIN,Finland,Uusimaa,Hyvinkaa,100.0,50.0,,,
FIN,Finland,,Kokkola,95.0,75.0,,,
FIN,Finland,,Imatra,91.66666667,0.0,,,
FIN,Finland,Uusimaa,Lohja,100.0,50.0,,,
FIN,Finland,,Muonio,100.0,0.0,,,
FIN,Finland,,Valkeakoski,100.0,50.0,,,
FIN,Finland,,Raahe,100.0,50.0,,,
FIN,Finland,,Ylivieska,100.0,0.0,,,
FIN,Finland,,Laitila,100.0,50.0,,,
FJI,Fiji,,,,,2019.0,,0.037265508
FJI,Fiji,Central Division,Nausori,0.0,100.0,,,
FJI,Fiji,Central Division,Suva,57.5,58.75,,,
FJI,Fiji,Northern Division,Labasa,50.0,100.0,,,
FJI,Fiji,Western Division,Nadi,57.14285714,57.14285714,,,
FRA,France,,,,,2019.0,,0.023992861
FRA,France,Ile-de-France,Paris,34.02439024,43.12169312,,,
FRA,France,,Tours,84.375,6.25,,,
FRA,France,,Villeurbanne,75.0,50.0,,,
FRA,France,,Rennes,62.5,35.0,,,
FRA,France,,Lille,48.91304348,35.52631579,,,
FRA,France,,Grenoble,34.09090909,26.47058824,,,
FRA,France,,Le Mans,95.0,50.0,,,
FRA,France,,Bordeaux,68.47826087,42.64705882,,,
FRA,France,,Avignon,57.14285714,66.66666667,,,
FRA,France,,Montpellier,71.66666667,29.54545455,,,
FRA,France,,Orleans,83.33333333,50.0,,,
FRA,France,,Strasbourg,68.0,47.36842105,,,
FRA,France,,Poitiers,87.5,50.0,,,
FRA,France,,Perpignan,95.0,50.0,,,
FRA,France,,Dijon,87.5,12.5,,,
FRA,France,,Toulouse,61.29032258,39.42307692,,,
FRA,France,,Nantes,72.61904762,20.58823529,,,
FRA,France,,Brest,79.54545455,35.71428571,,,
FRA,France,,Marseille,29.44444444,52.43902439,,,
FRA,France,,Rouen,47.72727273,57.14285714,,,
FRA,France,,Nice,53.125,28.94736842,,,
FRA,France,,Besancon,87.5,37.5,,,
FRA,France,,Angers,100.0,25.0,,,
FRA,France,,Cannes,75.0,25.0,,,
FRA,France,,Nancy,47.22222222,35.0,,,
FRA,France,,Caen,81.25,31.25,,,
FRA,France,,Amiens,75.0,37.5,,,
FRA,France,,Reims,81.25,18.75,,,
FRA,France,,Clermont-Ferrand,80.55555556,15.0,,,
FRA,France,,Saint-Etienne,90.0,0.0,,,
FRA,France,,Nimes,75.0,50.0,,,
FRA,France,,Le Havre,75.0,25.0,,,
FRA,France,,Toulon,60.0,41.66666667,,,
FRA,France,,Limoges,100.0,0.0,,,
FRA,France,,Dunkirk,36.11111111,45.0,,,
FRA,France,Reunion,Saint-Denis,75.0,50.0,,,
FRA,France,,Aix-en-Provence,78.57142857,50.0,,,
FRA,France,,Mulhouse,87.5,25.0,,,
FRA,France,,La Rochelle,90.0,0.0,,,
FRA,France,,Antibes,65.0,33.33333333,,,
FRA,France,,Pau,75.0,50.0,,,
FRA,France,,Chambery,87.5,50.0,,,
FRA,France,,Tourcoing,62.5,50.0,,,
FRA,France,Ile-de-France,Champigny-sur-Marne,90.0,0.0,,,
FRA,France,Ile-de-France,Rueil-Malmaison,58.33333333,25.0,,,
FRA,France,,Givet,100.0,50.0,,,
GAB,Gabon,,,,,2019.0,,0.045433291
GAB,Gabon,Estuaire Province,Libreville,37.5,87.5,,,
GBR,United Kingdom,,,,,2019.0,,0.07177439
GBR,United Kingdom,England,London,37.04225352,40.71637427,,,
GBR,United Kingdom,England,Cambridge,69.82758621,30.55555556,,,
GBR,United Kingdom,England,Birmingham,52.97619048,25.64102564,,,
GBR,United Kingdom,Scotland,Glasgow,64.90384615,19.44444444,,,
GBR,United Kingdom,England,Coventry,56.66666667,31.81818182,,,
GBR,United Kingdom,England,St Albans,62.5,18.75,,,
GBR,United Kingdom,Northern Ireland,Belfast,76.35135135,22.72727273,,,
GBR,United Kingdom,Wales,Cardiff,70.0,20.45454545,,,
GBR,United Kingdom,England,Manchester,52.0,37.77777778,,,
GBR,United Kingdom,England,Stockport,75.0,0.0,,,
GBR,United Kingdom,England,Welwyn Garden City,100.0,0.0,,,
GBR,United Kingdom,England,Stevenage,75.0,0.0,,,
GBR,United Kingdom,England,Bath,40.0,35.0,,,
GBR,United Kingdom,England,Bradford,37.5,31.25,,,
GBR,United Kingdom,Wales,Swansea,80.55555556,10.0,,,
GBR,United Kingdom,England,Bristol,56.81818182,33.92857143,,,
GBR,United Kingdom,Scotland,Edinburgh,75.81967213,12.5,,,
GBR,United Kingdom,England,Liverpool,71.66666667,20.0,,,
GBR,United Kingdom,England,Hastings,100.0,0.0,,,
GBR,United Kingdom,England,Canterbury,56.25,35.41666667,,,
GBR,United Kingdom,England,Oxford,78.75,26.5625,,,
GBR,United Kingdom,Scotland,Aberdeen,79.76190476,14.70588235,,,
GBR,United Kingdom,England,Leeds,53.67647059,19.64285714,,,
GBR,United Kingdom,England,Nottingham,54.6875,38.63636364,,,
GBR,United Kingdom,England,Sheffield,70.23809524,27.94117647,,,
GBR,United Kingdom,England,York,81.81818182,18.75,,,
GBR,United Kingdom,England,Plymouth,73.80952381,23.61111111,,,
GBR,United Kingdom,England,Derby,73.07692308,21.15384615,,,
GBR,United Kingdom,England,Salford,100.0,50.0,,,
GBR,United Kingdom,England,Harrow,75.0,58.33333333,,,
GBR,United Kingdom,England,Doncaster,15.0,45.83333333,,,
GBR,United Kingdom,England,High Wycombe,62.5,50.0,,,
GBR,United Kingdom,England,Portsmouth,60.0,40.0,,,
GBR,United Kingdom,England,Southampton,67.30769231,46.875,,,
GBR,United Kingdom,England,Leicester,70.3125,27.08333333,,,
GBR,United Kingdom,Wales,Newport,82.14285714,58.33333333,,,
GBR,United Kingdom,Scotland,Dundee,88.88888889,8.333333333,,,
GBR,United Kingdom,England,Wolverhampton,33.33333333,33.33333333,,,
GBR,United Kingdom,England,Kingston upon Hull,59.09090909,42.85714286,,,
GBR,United Kingdom,England,Norwich,71.05263158,31.66666667,,,
GBR,United Kingdom,England,Brighton,82.14285714,21.73913043,,,
GBR,United Kingdom,England,Exeter,79.16666667,13.63636364,,,
GBR,United Kingdom,England,Stoke-on-Trent,67.85714286,33.33333333,,,
GBR,United Kingdom,England,St Helens,62.5,25.0,,,
GBR,United Kingdom,England,King's Lynn,0.0,100.0,,,
GBR,United Kingdom,Scotland,Inverness,84.375,56.25,,,
GBR,United Kingdom,England,Salisbury,64.28571429,42.85714286,,,
GBR,United Kingdom,England,Reading,72.82608696,30.55555556,,,
GBR,United Kingdom,Scotland,Stornoway,100.0,0.0,,,
GBR,United Kingdom,England,Chester,81.25,20.0,,,
GBR,United Kingdom,England,Blackpool,70.0,45.83333333,,,
GBR,United Kingdom,,Bournemouth,64.70588235,31.25,,,
GBR,United Kingdom,England,Gloucester,50.0,50.0,,,
GBR,United Kingdom,England,Middlesbrough,87.5,20.83333333,,,
GBR,United Kingdom,England,Winchester,75.0,0.0,,,
GBR,United Kingdom,England,Peterborough,85.0,15.0,,,
GBR,United Kingdom,England,Horsham,50.0,0.0,,,
GBR,United Kingdom,England,Durham,95.83333333,12.5,,,
GBR,United Kingdom,England,Lincoln,91.66666667,25.0,,,
GBR,United Kingdom,England,Truro,100.0,0.0,,,
GBR,United Kingdom,Scotland,Stirling,87.5,50.0,,,
GBR,United Kingdom,England,Preston,84.375,18.75,,,
GBR,United Kingdom,England,Colchester,75.0,25.0,,,
GBR,United Kingdom,England,Bolton,75.0,37.5,,,
GBR,United Kingdom,England,Ipswich,70.83333333,28.57142857,,,
GBR,United Kingdom,England,Sunderland,87.5,62.5,,,
GBR,United Kingdom,England,Blackburn,0.0,75.0,,,
GBR,United Kingdom,England,Northampton,77.27272727,32.14285714,,,
GBR,United Kingdom,England,Carlisle,89.28571429,0.0,,,
GBR,United Kingdom,Northern Ireland,Armagh,75.0,50.0,,,
GBR,United Kingdom,England,Buckingham,100.0,0.0,,,
GBR,United Kingdom,England,Swindon,41.66666667,12.5,,,
GBR,United Kingdom,England,Huddersfield,58.33333333,0.0,,,
GBR,United Kingdom,England,Oldham,100.0,0.0,,,
GBR,United Kingdom,Scotland,Perth,41.66666667,58.33333333,,,
GBR,United Kingdom,England,Luton,77.5,41.66666667,,,
GBR,United Kingdom,England,Southend-on-Sea,61.11111111,65.0,,,
GBR,United Kingdom,England,Milton Keynes,86.84210526,16.66666667,,,
GBR,United Kingdom,England,Hereford,75.0,8.333333333,,,
GBR,United Kingdom,England,Cheltenham,75.0,0.0,,,
GBR,United Kingdom,England,Chichester,100.0,0.0,,,
GBR,United Kingdom,England,Wigan,87.5,12.5,,,
GBR,United Kingdom,England,Bedford,80.0,75.0,,,
GBR,United Kingdom,England,Eastbourne,79.16666667,0.0,,,
GBR,United Kingdom,Scotland,Kirkwall,100.0,50.0,,,
GBR,United Kingdom,England,Torquay,56.25,37.5,,,
GBR,United Kingdom,England,Burnley,37.5,25.0,,,
GBR,United Kingdom,England,Chelmsford,62.5,12.5,,,
GBR,United Kingdom,England,Slough,35.71428571,60.0,,,
GBR,United Kingdom,Scotland,Dunfermline,100.0,0.0,,,
GBR,United Kingdom,England,West Bromwich,50.0,0.0,,,
GBR,United Kingdom,England,Maidstone,12.5,50.0,,,
GBR,United Kingdom,England,Darlington,100.0,0.0,,,
GBR,United Kingdom,England,Guildford,67.85714286,39.28571429,,,
GBR,United Kingdom,England,Aylesbury,58.33333333,25.0,,,
GBR,United Kingdom,England,Dudley,100.0,0.0,,,
GBR,United Kingdom,England,Warrington,75.0,25.0,,,
GBR,United Kingdom,England,Harrogate,75.0,6.25,,,
GBR,United Kingdom,England,Lewes,100.0,0.0,,,
GBR,United Kingdom,England,Trowbridge,0.0,100.0,,,
GBR,United Kingdom,England,Boston,62.5,25.0,,,
GBR,United Kingdom,England,Abingdon-on-Thames,100.0,50.0,,,
GBR,United Kingdom,England,Folkestone,75.0,50.0,,,
GBR,United Kingdom,England,Ambleside,87.5,50.0,,,
GBR,United Kingdom,England,Solihull,100.0,0.0,,,
GBR,United Kingdom,Wales,Caernarfon,62.5,12.5,,,
GBR,United Kingdom,England,Rochdale,50.0,0.0,,,
GBR,United Kingdom,England,Andover,92.5,25.0,,,
GBR,United Kingdom,Wales,Wrexham,83.33333333,0.0,,,
GBR,United Kingdom,England,Tottenham,30.0,20.0,,,
GBR,United Kingdom,England,Rochester,95.83333333,0.0,,,
GBR,United Kingdom,England,Royal Leamington Spa,92.85714286,0.0,,,
GBR,United Kingdom,England,Warwick,89.28571429,25.0,,,
GBR,United Kingdom,England,Yeovil,62.5,37.5,,,
GBR,United Kingdom,Scotland,Annan,50.0,50.0,,,
GBR,United Kingdom,Scotland,Kilmarnock,75.0,16.66666667,,,
GBR,United Kingdom,England,Telford,90.625,31.25,,,
GBR,United Kingdom,England,Tenterden,100.0,0.0,,,
GBR,United Kingdom,Scotland,Falkirk,100.0,0.0,,,
GBR,United Kingdom,England,Crewe,100.0,0.0,,,
GBR,United Kingdom,Scotland,Dumfries,100.0,0.0,,,
GBR,United Kingdom,England,Newbury,100.0,0.0,,,
GBR,United Kingdom,England,Weymouth,100.0,0.0,,,
GBR,United Kingdom,England,Worthing,75.0,31.25,,,
GBR,United Kingdom,England,Gravesend,0.0,100.0,,,
GBR,United Kingdom,England,Tamworth,75.0,0.0,,,
GBR,United Kingdom,England,Arundel,75.0,0.0,,,
GBR,United Kingdom,England,Ashford,50.0,0.0,,,
GBR,United Kingdom,England,Chatham,80.0,37.5,,,
GBR,United Kingdom,England,Eastleigh,0.0,25.0,,,
GBR,United Kingdom,England,Scarborough,100.0,25.0,,,
GBR,United Kingdom,England,Wallasey,100.0,25.0,,,
GBR,United Kingdom,England,Basingstoke,100.0,0.0,,,
GBR,United Kingdom,England,Chesterfield,87.5,16.66666667,,,
GBR,United Kingdom,England,Halifax,81.25,50.0,,,
GBR,United Kingdom,England,Crawley,50.0,0.0,,,
GBR,United Kingdom,England,Taunton,50.0,50.0,,,
GBR,United Kingdom,England,Weston-super-Mare,68.75,0.0,,,
GBR,United Kingdom,Scotland,Livingston,66.66666667,25.0,,,
GBR,United Kingdom,England,Harlow,50.0,0.0,,,
GBR,United Kingdom,England,Dartford,50.0,75.0,,,
GBR,United Kingdom,England,Scunthorpe,75.0,25.0,,,
GBR,United Kingdom,England,Bridport,100.0,0.0,,,
GBR,United Kingdom,Scotland,Oban,100.0,0.0,,,
GBR,United Kingdom,England,Chesham,75.0,50.0,,,
GBR,United Kingdom,England,Morecambe,100.0,25.0,,,
GBR,United Kingdom,England,Stockton-on-Tees,100.0,50.0,,,
GBR,United Kingdom,England,Grays,0.0,100.0,,,
GBR,United Kingdom,England,Corby,65.0,25.0,,,
GBR,United Kingdom,Scotland,Cumbernauld,87.5,0.0,,,
GBR,United Kingdom,Scotland,Buckie,75.0,0.0,,,
GBR,United Kingdom,England,Burton upon Trent,0.0,25.0,,,
GBR,United Kingdom,England,Wokingham,91.66666667,0.0,,,
GBR,United Kingdom,England,Goole,25.0,50.0,,,
GBR,United Kingdom,England,Clitheroe,100.0,0.0,,,
GBR,United Kingdom,England,Deal,50.0,25.0,,,
GBR,United Kingdom,England,Twickenham,87.5,12.5,,,
GBR,United Kingdom,England,Romford,75.0,0.0,,,
GBR,United Kingdom,England,Newcastle upon Tyne,73.14814815,20.23809524,,,
GBR,United Kingdom,England,Knutsford,100.0,0.0,,,
GBR,United Kingdom,England,Worcester,83.33333333,16.66666667,,,
GBR,United Kingdom,Northern Ireland,Lisburn,75.0,25.0,,,
GBR,United Kingdom,England,Hounslow,0.0,50.0,,,
GBR,United Kingdom,England,Torpoint,100.0,50.0,,,
GBR,United Kingdom,England,Croydon,45.0,45.0,,,
GBR,United Kingdom,England,Banstead,100.0,0.0,,,
GBR,United Kingdom,England,Ilford,0.0,25.0,,,
GBR,United Kingdom,England,Kingston upon Thames,81.25,33.33333333,,,
GBR,United Kingdom,England,Chafford Hundred,82.14285714,50.0,,,
GBR,United Kingdom,Wales,Bridgend,75.0,75.0,,,
GEO,Georgia,,,,,2019.0,,0.000306292
GEO,Georgia,,Tbilisi,22.98387097,49.34782609,,,
GEO,Georgia,Shida Kartli,Gori,75.0,50.0,,,
GEO,Georgia,Adjara,Batumi,90.625,25.0,,,
GEO,Georgia,Kvemo Kartli,Rustavi,33.33333333,62.5,,,
GEO,Georgia,Samtskhe-Javakheti,Borjomi,100.0,50.0,,,
GEO,Georgia,Samtskhe-Javakheti,Abastumani,62.5,50.0,,,
GEO,Georgia,Kvemo Kartli,Bolnisi,0.0,100.0,,,
GEO,Georgia,Shida Kartli,Kareli,0.0,50.0,,,
GHA,Ghana,,,,,2019.0,,0.427277127
GHA,Ghana,Greater Accra Region,Accra,20.55555556,90.78947368,,,
GHA,Ghana,Ashanti Region,Kumasi,55.0,66.66666667,,,
GHA,Ghana,Western Region,Takoradi,75.0,50.0,,,
GIN,Guinea,,,,,2019.0,,0.239622322
GIN,Guinea,,Conakry,5.0,93.75,,,
GLP,Guadeloupe,,,,,2019.0,,0.000408389
GMB,Gambia,,,,,2019.0,,0.042982956
GNB,Guinea-Bissau,,,,,2019.0,,0.025218029
GNQ,Equatorial Guinea,,,,,2019.0,,0.041349399
GNQ,Equatorial Guinea,,Malabo,70.0,35.0,,,
GNQ,Equatorial Guinea,,Bata,25.0,25.0,,,
GNQ,Equatorial Guinea,,Aconibe,0.0,100.0,,,
GRC,Greece,,,,,2019.0,,0.022053013
GRC,Greece,Attica Region,Athens,44.17412141,30.31561462,,,
GRC,Greece,,Thessaloniki,39.52380952,47.5,,,
GRC,Greece,Peloponnese Region,Corinth,87.5,50.0,,,
GRC,Greece,West Greece Region,Patras,60.0,41.66666667,,,
GRC,Greece,,Zakynthos,100.0,25.0,,,
GRC,Greece,,Heraklion,86.76470588,50.0,,,
GRC,Greece,Peloponnese Region,Kalamata,50.0,40.0,,,
GRC,Greece,,Larissa,50.0,29.16666667,,,
GRC,Greece,West Macedonia Region,Kozani,50.0,100.0,,,
GRC,Greece,,Chania,85.29411765,27.94117647,,,
GRC,Greece,Epirus Region,Ioannina,87.5,41.66666667,,,
GRC,Greece,,Kavala,83.33333333,0.0,,,
GRC,Greece,,Rhodes,92.85714286,21.42857143,,,
GRC,Greece,North Aegean Region,Mytilene,100.0,37.5,,,
GRC,Greece,Peloponnese Region,Argos,25.0,100.0,,,
GRC,Greece,,Alexandroupoli,87.5,31.25,,,
GRC,Greece,,Volos,50.0,55.55555556,,,
GRC,Greece,,Rethymno,85.0,0.0,,,
GRC,Greece,,Corfu,88.63636364,25.0,,,
GRC,Greece,West Macedonia Region,Kastoria,100.0,0.0,,,
GRC,Greece,,Trikala,95.83333333,33.33333333,,,
GRC,Greece,,Komotini,75.0,18.75,,,
GRC,Greece,,Edessa,100.0,0.0,,,
GRC,Greece,,Xanthi,100.0,35.0,,,
GRC,Greece,,Katerini,37.5,37.5,,,
GRC,Greece,Central Greece Region,Livadeia,62.5,50.0,,,
GRC,Greece,,Drama,100.0,25.0,,,
GRC,Greece,West Greece Region,Agrinio,75.0,50.0,,,
GRC,Greece,,Naxos,100.0,50.0,,,
GRC,Greece,,Kos,100.0,25.0,,,
GRC,Greece,Attica Region,Peristeri,62.5,50.0,,,
GRC,Greece,,Naousa,100.0,0.0,,,
GRC,Greece,North Aegean Region,Chios,87.5,87.5,,,
GRC,Greece,Attica Region,Nikaia,33.33333333,0.0,,,
GRC,Greece,Attica Region,Chalandri,75.0,0.0,,,
GRC,Greece,North Aegean Region,Samos,100.0,0.0,,,
GRD,Grenada,,,,,2019.0,,0.013272647
GRD,Grenada,Saint George Parish,St. George's,55.0,25.0,,,
GRD,Grenada,Saint John Parish,Gouyave,50.0,75.0,,,
GRD,Grenada,Saint Andrew Parish,Grenville,66.66666667,58.33333333,,,
GTM,Guatemala,,,,,2019.0,,0.729178791
GTM,Guatemala,Guatemala Department,Guatemala City,39.28571429,69.53125,,,
GTM,Guatemala,Sacatepequez Department,Antigua Guatemala,32.14285714,53.57142857,,,
GTM,Guatemala,Quetzaltenango Department,Quetzaltenango,29.16666667,75.0,,,
GUF,French Guiana,,,,,2019.0,,0.000714681
GUY,Guyana,,,,,2019.0,,0.127213214
GUY,Guyana,Demerara-Mahaica,Georgetown,51.31578947,83.33333333,,,
GUY,Guyana,Upper Demerara-Berbice,Linden,37.5,62.5,,,
GUY,Guyana,East Berbice-Corentyne,New Amsterdam,100.0,50.0,,,
HKG,Hong Kong,,,,,2019.0,,0.011434896
HND,Honduras,,,,,2019.0,,0.24870898
HND,Honduras,Francisco Morazan Department,Tegucigalpa,22.61904762,88.46153846,,,
HND,Honduras,Cortes Department,San Pedro Sula,28.57142857,67.85714286,,,
HND,Honduras,Atlantida Department,La Ceiba,62.5,75.0,,,
HND,Honduras,Yoro Department,El Progreso,25.0,100.0,,,
HND,Honduras,Francisco Morazan Department,Talanga,50.0,50.0,,,
HRV,Croatia,,,,,2019.0,,0.022869791
HRV,Croatia,,Zagreb,69.7740113,26.59883721,,,
HRV,Croatia,Osijek-Baranja County,Osijek,83.75,13.33333333,,,
HRV,Croatia,Primorje-Gorski Kotar County,Rijeka,75.0,17.85714286,,,
HRV,Croatia,Split-Dalmatia County,Split,71.71052632,30.0,,,
HRV,Croatia,Dubrovnik-Neretva County,Dubrovnik,87.5,40.0,,,
HRV,Croatia,Zadar County,Zadar,100.0,8.333333333,,,
HRV,Croatia,Sibenik-Knin County,Sibenik,100.0,0.0,,,
HRV,Croatia,,Karlovac,75.0,25.0,,,
HRV,Croatia,Istria County,Pula,88.63636364,27.27272727,,,
HRV,Croatia,Brod-Posavina County,Slavonski Brod,27.27272727,17.85714286,,,
HRV,Croatia,Istria County,Rovinj,100.0,25.0,,,
HRV,Croatia,Istria County,Porec,83.33333333,8.333333333,,,
HRV,Croatia,Varazdin County,Varazdin,91.66666667,33.33333333,,,
HRV,Croatia,Koprivnica-Krizevci County,Koprivnica,100.0,0.0,,,
HRV,Croatia,Bjelovar-Bilogora County,Bjelovar,100.0,0.0,,,
HRV,Croatia,Vukovar-Syrmia County,Vukovar,25.0,75.0,,,
HRV,Croatia,Split-Dalmatia County,Hvar,75.0,25.0,,,
HRV,Croatia,Primorje-Gorski Kotar County,Krk,50.0,50.0,,,
HRV,Croatia,Krapina-Zagorje County,Zabok,25.0,100.0,,,
HRV,Croatia,Medimurje County,Cakovec,100.0,37.5,,,
HRV,Croatia,Sisak-Moslavina County,Sisak,37.5,50.0,,,
HRV,Croatia,Vukovar-Syrmia County,Vinkovci,100.0,0.0,,,
HRV,Croatia,Split-Dalmatia County,Makarska,100.0,0.0,,,
HRV,Croatia,Lika-Senj County,Gospic,100.0,0.0,,,
HRV,Croatia,Zagreb County,Velika Gorica,25.0,50.0,,,
HRV,Croatia,Sisak-Moslavina County,Petrinja,75.0,50.0,,,
HRV,Croatia,Sisak-Moslavina County,Kutina,45.0,25.0,,,
HRV,Croatia,Lika-Senj County,Novalja,50.0,50.0,,,
HRV,Croatia,,Ogulin,100.0,0.0,,,
HRV,Croatia,Primorje-Gorski Kotar County,Delnice,100.0,0.0,,,
HRV,Croatia,Sisak-Moslavina County,Novska,100.0,0.0,,,
HRV,Croatia,,Slunj,100.0,0.0,,,
HTI,Haiti,,,,,2019.0,,0.70743207
HTI,Haiti,Ouest,Port-au-Prince,12.5,68.75,,,
HUN,Hungary,,Budapest,40.61032864,32.375,,,
HUN,Hungary,Vas County,Szombathely,100.0,50.0,,,
HUN,Hungary,Baranya County,Pecs,62.5,25.0,,,
HUN,Hungary,Zala County,Zalaegerszeg,0.0,100.0,,,
HUN,Hungary,Hajdu-Bihar County,Debrecen,56.57894737,20.83333333,,,
HUN,Hungary,Csongrad-Csanad County,Szeged,69.44444444,25.0,,,
HUN,Hungary,Borsod-Abauj-Zemplen County,Miskolc,44.44444444,15.0,,,
HUN,Hungary,Fejer County,Szekesfehervar,62.5,18.75,,,
HUN,Hungary,Gyor-Moson-Sopron County,Gyor,79.16666667,0.0,,,
HUN,Hungary,Veszprem County,Veszprem,96.42857143,8.333333333,,,
HUN,Hungary,Heves County,Eger,100.0,50.0,,,
HUN,Hungary,Gyor-Moson-Sopron County,Sopron,100.0,0.0,,,
HUN,Hungary,Szabolcs-Szatmar-Bereg County,Nyiregyhaza,50.0,50.0,,,
HUN,Hungary,Komarom-Esztergom County,Esztergom,75.0,50.0,,,
HUN,Hungary,Bacs-Kiskun County,Kecskemet,75.0,50.0,,,
HUN,Hungary,Jasz-Nagykun-Szolnok County,Szolnok,75.0,16.66666667,,,
HUN,Hungary,,Dunaujvaros,60.0,50.0,,,
HUN,Hungary,Komarom-Esztergom County,Tatabanya,62.5,50.0,,,
HUN,Hungary,Pest County,Erd,66.66666667,37.5,,,
HUN,Hungary,Veszprem County,Ajka,75.0,50.0,,,
HUN,Hungary,Pest County,Vac,100.0,0.0,,,
HUN,Hungary,Borsod-Abauj-Zemplen County,Kazincbarcika,50.0,50.0,,,
HUN,Hungary,Zala County,Heviz,62.5,37.5,,,
HUN,Hungary,Bacs-Kiskun County,Kiskunfelegyhaza,100.0,75.0,,,
HUN,Hungary,Pest County,Dunakeszi,50.0,0.0,,,
HUN,Hungary,Szabolcs-Szatmar-Bereg County,Mariapocs,100.0,0.0,,,
HUN,Hungary,Pest County,Budaors,75.0,0.0,,,
IDN,Indonesia,,,,,2019.0,,5.751446208
IDN,Indonesia,,Jakarta,22.265625,77.1,,,
IDN,Indonesia,Central Java,Surakarta,55.0,55.0,,,
